dataset	package	graph_path	method	method_label	rank	score	etype	src	dst	suggested_level	suggested_rationale	evidence_level	annotator_note
qut	matplotlig-1.0.0.tar.gz	artifacts/qut_all/matplotlig-1.0.0.tar.gz.graph.pt	raw_explainer	Raw explainer	5	-3.344523e-13	PROC|WRITE|FILE	PROC:qut::matplotlig-1.0.0.tar.gz::proc::install	FILE:qut::matplotlig-1.0.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	matplotlig-1.0.0.tar.gz	artifacts/qut_all/matplotlig-1.0.0.tar.gz.graph.pt	filtering	Filtering	1	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::matplotlig-1.0.0.tar.gz::proc::install	NET:port::443	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	matplotlig-1.0.0.tar.gz	artifacts/qut_all/matplotlig-1.0.0.tar.gz.graph.pt	filtering	Filtering	2	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::matplotlig-1.0.0.tar.gz::proc::install	NET:port::80	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	matplotlig-1.0.0.tar.gz	artifacts/qut_all/matplotlig-1.0.0.tar.gz.graph.pt	filtering	Filtering	3	-3.344523e-13	PROC|WRITE|FILE	PROC:qut::matplotlig-1.0.0.tar.gz::proc::install	FILE:qut::matplotlig-1.0.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	matplotlig-1.0.0.tar.gz	artifacts/qut_all/matplotlig-1.0.0.tar.gz.graph.pt	filtering	Filtering	4	-7.3135443e-13	PROC|READ|FILE	PROC:qut::matplotlig-1.0.0.tar.gz::proc::install	FILE:qut::matplotlig-1.0.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	matplotlig-1.0.0.tar.gz	artifacts/qut_all/matplotlig-1.0.0.tar.gz.graph.pt	filtering	Filtering	5	-1.8000183e-12	PROC|WRITE|FILE	PROC:qut::matplotlig-1.0.0.tar.gz::proc::install	FILE:qut::matplotlig-1.0.0.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	matplotlig-1.0.0.tar.gz	artifacts/qut_all/matplotlig-1.0.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	1	4.3900863	PROC|WRITE|FILE	PROC:qut::matplotlig-1.0.0.tar.gz::proc::install	FILE:qut::matplotlig-1.0.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	matplotlig-1.0.0.tar.gz	artifacts/qut_all/matplotlig-1.0.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	2	4.3900863	PROC|READ|FILE	PROC:qut::matplotlig-1.0.0.tar.gz::proc::install	FILE:qut::matplotlig-1.0.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	matplotlig-1.0.0.tar.gz	artifacts/qut_all/matplotlig-1.0.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	3	4.3900863	PROC|WRITE|FILE	PROC:qut::matplotlig-1.0.0.tar.gz::proc::install	FILE:qut::matplotlig-1.0.0.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	matplotlig-1.0.0.tar.gz	artifacts/qut_all/matplotlig-1.0.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	4	4.3900863	PROC|WRITE|FILE	PROC:qut::matplotlig-1.0.0.tar.gz::proc::install	FILE:qut::matplotlig-1.0.0.tar.gz::bucket::ROOT_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	matplotlig-1.0.0.tar.gz	artifacts/qut_all/matplotlig-1.0.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	5	4.3900863	PROC|WRITE|FILE	PROC:qut::matplotlig-1.0.0.tar.gz::proc::install	FILE:qut::matplotlig-1.0.0.tar.gz::bucket::OTHER_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	raw_explainer	Raw explainer	1	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	NET:port::80	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	raw_explainer	Raw explainer	2	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	NET:port::443	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	raw_explainer	Raw explainer	3	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	NET:port::443	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	raw_explainer	Raw explainer	4	-3.344523e-13	PROC|WRITE|FILE	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	FILE:qut::numberpy-0.1.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	raw_explainer	Raw explainer	5	-7.3135443e-13	PROC|READ|FILE	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	FILE:qut::numberpy-0.1.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	filtering	Filtering	1	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	NET:port::80	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	filtering	Filtering	2	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	NET:port::443	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	filtering	Filtering	3	-3.344523e-13	PROC|WRITE|FILE	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	FILE:qut::numberpy-0.1.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	filtering	Filtering	4	-7.3135443e-13	PROC|READ|FILE	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	FILE:qut::numberpy-0.1.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	filtering	Filtering	5	-1.8000183e-12	PROC|WRITE|FILE	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	FILE:qut::numberpy-0.1.0.tar.gz::bucket::TMP_DIR	contextual	File artifact is supporting context.	contextual	Coarse temp-directory bucket indicates file activity but lacks path detail.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	1	4.3900863	PROC|WRITE|FILE	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	FILE:qut::numberpy-0.1.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	2	4.3900863	PROC|READ|FILE	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	FILE:qut::numberpy-0.1.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	3	4.3900863	PROC|WRITE|FILE	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	FILE:qut::numberpy-0.1.0.tar.gz::bucket::TMP_DIR	contextual	File artifact is supporting context.	contextual	Coarse temp-directory bucket indicates file activity but lacks path detail.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	4	4.3900863	PROC|WRITE|FILE	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	FILE:qut::numberpy-0.1.0.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	numberpy-0.1.0.tar.gz	artifacts/qut_all/numberpy-0.1.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	5	4.3900863	PROC|WRITE|FILE	PROC:qut::numberpy-0.1.0.tar.gz::proc::install	FILE:qut::numberpy-0.1.0.tar.gz::bucket::ROOT_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	raw_explainer	Raw explainer	1	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	NET:port::443	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	raw_explainer	Raw explainer	2	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	NET:port::443	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	raw_explainer	Raw explainer	3	-3.344523e-13	PROC|WRITE|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	raw_explainer	Raw explainer	4	-7.3135443e-13	PROC|READ|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	raw_explainer	Raw explainer	5	-1.8000183e-12	PROC|WRITE|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	filtering	Filtering	1	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	NET:port::443	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	filtering	Filtering	2	-3.344523e-13	PROC|WRITE|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	filtering	Filtering	3	-7.3135443e-13	PROC|READ|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	filtering	Filtering	4	-1.8000183e-12	PROC|WRITE|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	filtering	Filtering	5	-1.8000183e-12	PROC|WRITE|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::OTHER_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	1	4.3900863	PROC|WRITE|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	2	4.3900863	PROC|READ|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	3	4.3900863	PROC|WRITE|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	4	4.3900863	PROC|WRITE|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::OTHER_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	ptmpl-0.2.0.tar.gz	artifacts/qut_all/ptmpl-0.2.0.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	5	4.3900863	PROC|WRITE|FILE	PROC:qut::ptmpl-0.2.0.tar.gz::proc::install	FILE:qut::ptmpl-0.2.0.tar.gz::bucket::ETC_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	raw_explainer	Raw explainer	1	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::py-grandre-3.28.tar.gz::proc::install	CMD:pattern::10::fstat -> ioctl -> lseek -> error=ENOENT -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	raw_explainer	Raw explainer	2	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::py-grandre-3.28.tar.gz::proc::install	CMD:pattern::9::openat -> fstat -> ioctl -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	raw_explainer	Raw explainer	3	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::py-grandre-3.28.tar.gz::proc::install	CMD:pattern::8::newfstatat -> openat -> fstat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	raw_explainer	Raw explainer	4	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::py-grandre-3.28.tar.gz::proc::install	CMD:pattern::7::newfstatat -> newfstatat -> openat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	raw_explainer	Raw explainer	5	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::py-grandre-3.28.tar.gz::proc::install	CMD:pattern::6::newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	filtering	Filtering	1	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::py-grandre-3.28.tar.gz::proc::install	CMD:pattern::10::fstat -> ioctl -> lseek -> error=ENOENT -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	filtering	Filtering	2	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::py-grandre-3.28.tar.gz::proc::install	CMD:pattern::9::openat -> fstat -> ioctl -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	filtering	Filtering	3	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::py-grandre-3.28.tar.gz::proc::install	CMD:pattern::8::newfstatat -> openat -> fstat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	filtering	Filtering	4	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::py-grandre-3.28.tar.gz::proc::install	CMD:pattern::7::newfstatat -> newfstatat -> openat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	filtering	Filtering	5	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::py-grandre-3.28.tar.gz::proc::install	CMD:pattern::6::newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	1	4.3900863	PROC|WRITE|FILE	PROC:qut::py-grandre-3.28.tar.gz::proc::install	FILE:qut::py-grandre-3.28.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	2	4.3900863	PROC|READ|FILE	PROC:qut::py-grandre-3.28.tar.gz::proc::install	FILE:qut::py-grandre-3.28.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	3	4.3900863	PROC|WRITE|FILE	PROC:qut::py-grandre-3.28.tar.gz::proc::install	FILE:qut::py-grandre-3.28.tar.gz::bucket::ROOT_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	4	4.3900863	PROC|WRITE|FILE	PROC:qut::py-grandre-3.28.tar.gz::proc::install	FILE:qut::py-grandre-3.28.tar.gz::bucket::TMP_DIR	contextual	File artifact is supporting context.	contextual	Coarse temp-directory bucket indicates file activity but lacks path detail.
qut	py-grandre-3.28.tar.gz	artifacts/qut_all/py-grandre-3.28.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	5	4.3900863	PROC|WRITE|FILE	PROC:qut::py-grandre-3.28.tar.gz::proc::install	FILE:qut::py-grandre-3.28.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	raw_explainer	Raw explainer	1	-8.5364099e-15	PROC|INVOKE|SYSCALL	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	SYSCALL:syscall::wait4	TTP	System-call edge reflects behavioral technique.	telemetry_gap	Generic repeated edge lacks analyst-actionable detail.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	raw_explainer	Raw explainer	2	-8.5364099e-15	PROC|INVOKE|SYSCALL	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	SYSCALL:syscall::vfork	TTP	System-call edge reflects behavioral technique.	TTP	Low-level process or network action is behaviorally meaningful.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	raw_explainer	Raw explainer	3	-8.5364099e-15	PROC|INVOKE|SYSCALL	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	SYSCALL:syscall::rt_sigprocmask	TTP	System-call edge reflects behavioral technique.	telemetry_gap	Generic repeated edge lacks analyst-actionable detail.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	raw_explainer	Raw explainer	4	-8.5364099e-15	PROC|INVOKE|SYSCALL	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	SYSCALL:syscall::pipe2	TTP	System-call edge reflects behavioral technique.	telemetry_gap	Generic repeated edge lacks analyst-actionable detail.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	raw_explainer	Raw explainer	5	-8.5364099e-15	PROC|INVOKE|SYSCALL	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	SYSCALL:syscall::geteuid	TTP	System-call edge reflects behavioral technique.	telemetry_gap	Generic repeated edge lacks analyst-actionable detail.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	filtering	Filtering	1	-8.5364099e-15	PROC|INVOKE|SYSCALL	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	SYSCALL:syscall::wait4	TTP	System-call edge reflects behavioral technique.	telemetry_gap	Generic repeated edge lacks analyst-actionable detail.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	filtering	Filtering	2	-8.5364099e-15	PROC|INVOKE|SYSCALL	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	SYSCALL:syscall::vfork	TTP	System-call edge reflects behavioral technique.	TTP	Low-level process or network action is behaviorally meaningful.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	filtering	Filtering	3	-8.5364099e-15	PROC|INVOKE|SYSCALL	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	SYSCALL:syscall::rt_sigprocmask	TTP	System-call edge reflects behavioral technique.	telemetry_gap	Generic repeated edge lacks analyst-actionable detail.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	filtering	Filtering	4	-8.5364099e-15	PROC|INVOKE|SYSCALL	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	SYSCALL:syscall::pipe2	TTP	System-call edge reflects behavioral technique.	telemetry_gap	Generic repeated edge lacks analyst-actionable detail.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	filtering	Filtering	5	-8.5364099e-15	PROC|INVOKE|SYSCALL	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	SYSCALL:syscall::geteuid	TTP	System-call edge reflects behavioral technique.	telemetry_gap	Generic repeated edge lacks analyst-actionable detail.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	1	4.3900863	PROC|WRITE|FILE	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	FILE:qut::py-pongedgame-3.88.tar.gz::bucket::OTHER_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	2	4.3900863	PROC|WRITE|FILE	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	FILE:qut::py-pongedgame-3.88.tar.gz::bucket::ROOT_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	3	4.3900863	PROC|WRITE|FILE	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	FILE:qut::py-pongedgame-3.88.tar.gz::bucket::TMP_DIR	contextual	File artifact is supporting context.	contextual	Coarse temp-directory bucket indicates file activity but lacks path detail.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	4	4.3900863	PROC|WRITE|FILE	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	FILE:qut::py-pongedgame-3.88.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	py-pongedgame-3.88.tar.gz	artifacts/qut_all/py-pongedgame-3.88.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	5	4.3900863	PROC|WRITE|FILE	PROC:qut::py-pongedgame-3.88.tar.gz::proc::install	FILE:qut::py-pongedgame-3.88.tar.gz::bucket::ETC_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	pygame-Print-15.0.6.tar.gz	artifacts/qut_all/pygame-Print-15.0.6.tar.gz.graph.pt	raw_explainer	Raw explainer	1	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::pygame-Print-15.0.6.tar.gz::proc::install	CMD:pattern::10::ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	pygame-Print-15.0.6.tar.gz	artifacts/qut_all/pygame-Print-15.0.6.tar.gz.graph.pt	raw_explainer	Raw explainer	2	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::pygame-Print-15.0.6.tar.gz::proc::install	CMD:pattern::9::openat -> fstat -> ioctl -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
